Encryption alg, Msg size, Key size, real, user, sys
seed-cfb, 100M, 1M, 1.11, 0.84, 0.13
seed-ecb, 100M, 1M, 1.07, 0.82, 0.12
seed-ofb, 100M, 1M, 1.13, 0.84, 0.12
sm4-cbc, 100M, 1M, 0.88, 0.72, 0.09
sm4-cfb, 100M, 1M, 0.95, 0.73, 0.08
sm4-ctr, 100M, 1M, 0.97, 0.72, 0.11
sm4-ecb, 100M, 1M, 0.86, 0.67, 0.08
sm4-ofb, 100M, 1M, 0.88, 0.67, 0.09
aes-128-cbc, 100M, 10M, 0.29, 0.08, 0.09
aes-128-ecb, 100M, 10M, 0.23, 0.02, 0.10
aes-192-cbc, 100M, 10M, 0.31, 0.08, 0.10
aes-192-ecb, 100M, 10M, 0.27, 0.02, 0.10
aes-256-cbc, 100M, 10M, 0.32, 0.12, 0.07
aes-256-ecb, 100M, 10M, 0.29, 0.02, 0.11
aria-128-cbc, 100M, 10M, 0.82, 0.61, 0.07
aria-128-cfb, 100M, 10M, 1.04, 0.59, 0.11
aria-128-cfb1, 100M, 10M, 86.62, 86.02, 0.25
aria-128-cfb8, 100M, 10M, 9.70, 9.42, 0.15
aria-128-ctr, 100M, 10M, 0.82, 0.57, 0.13
aria-128-ecb, 100M, 10M, 0.77, 0.58, 0.07
aria-128-ofb, 100M, 10M, 0.76, 0.60, 0.06
aria-192-cbc, 100M, 10M, 0.91, 0.64, 0.14
aria-192-cfb, 100M, 10M, 0.91, 0.68, 0.11
aria-192-cfb1, 100M, 10M, 98.25, 97.77, 0.23
aria-192-cfb8, 100M, 10M, 11.00, 10.77, 0.16
aria-192-ctr, 100M, 10M, 0.89, 0.67, 0.13
aria-192-ecb, 100M, 10M, 0.86, 0.69, 0.06
aria-192-ofb, 100M, 10M, 0.86, 0.66, 0.09
aria-256-cbc, 100M, 10M, 0.98, 0.77, 0.10
aria-256-cfb, 100M, 10M, 0.97, 0.76, 0.10
aria-256-cfb1, 100M, 10M, 111.63, 110.13, 0.33
aria-256-cfb8, 100M, 10M, 13.34, 12.22, 0.12
aria-256-ctr, 100M, 10M, 0.99, 0.73, 0.15
aria-256-ecb, 100M, 10M, 0.95, 0.73, 0.10
aria-256-ofb, 100M, 10M, 0.97, 0.73, 0.11
base64, 100M, 10M, 0.37, 0.10, 0.10
bf, 100M, 10M, 0.84, 0.60, 0.10
bf-cbc, 100M, 10M, 0.83, 0.59, 0.11
bf-cfb, 100M, 10M, 1.01, 0.67, 0.12
bf-ecb, 100M, 10M, 0.82, 0.55, 0.08
bf-ofb, 100M, 10M, 0.82, 0.57, 0.10
camellia-128-cbc, 100M, 10M, 0.67, 0.41, 0.09
camellia-128-ecb, 100M, 10M, 0.66, 0.42, 0.10
camellia-192-cbc, 100M, 10M, 0.80, 0.57, 0.07
camellia-192-ecb, 100M, 10M, 0.81, 0.55, 0.11
camellia-256-cbc, 100M, 10M, 0.79, 0.54, 0.11
camellia-256-ecb, 100M, 10M, 0.92, 0.53, 0.13
cast, 100M, 10M, 0.92, 0.67, 0.12
cast-cbc, 100M, 10M, 1.22, 0.63, 0.12
cast5-cbc, 100M, 10M, 0.86, 0.62, 0.12
cast5-cfb, 100M, 10M, 1.06, 0.80, 0.12
cast5-ecb, 100M, 10M, 0.84, 0.60, 0.11
cast5-ofb, 100M, 10M, 0.89, 0.67, 0.08
des, 100M, 10M, 1.31, 1.07, 0.11
des-cbc, 100M, 10M, 1.34, 1.07, 0.12
des-cfb, 100M, 10M, 1.43, 1.23, 0.10
des-ecb, 100M, 10M, 1.28, 1.02, 0.11
des-ede, 100M, 10M, 3.10, 2.84, 0.12
des-ede-cbc, 100M, 10M, 3.07, 2.81, 0.12
des-ede-cfb, 100M, 10M, 3.32, 2.98, 0.17
des-ede-ofb, 100M, 10M, 3.28, 2.99, 0.16
des-ede3, 100M, 10M, 3.05, 2.78, 0.15
des-ede3-cbc, 100M, 10M, 3.07, 2.87, 0.09
des-ede3-cfb, 100M, 10M, 3.22, 3.00, 0.12
des-ede3-ofb, 100M, 10M, 3.15, 2.88, 0.12
des-ofb, 100M, 10M, 1.29, 1.10, 0.09
des3, 100M, 10M, 2.99, 2.82, 0.11
desx, 100M, 10M, 1.31, 1.10, 0.09
rc2, 100M, 10M, 1.79, 1.54, 0.13
rc2-40-cbc, 100M, 10M, 1.79, 1.58, 0.10
rc2-64-cbc, 100M, 10M, 1.81, 1.55, 0.12
rc2-cbc, 100M, 10M, 1.79, 1.58, 0.09
rc2-cfb, 100M, 10M, 1.91, 1.65, 0.13
rc2-ecb, 100M, 10M, 1.75, 1.50, 0.14
rc2-ofb, 100M, 10M, 1.77, 1.48, 0.16
rc4, 100M, 10M, 0.41, 0.20, 0.05
rc4-40, 100M, 10M, 0.37, 0.13, 0.12
seed, 100M, 10M, 1.09, 0.84, 0.13
seed-cbc, 100M, 10M, 1.09, 0.84, 0.13
seed-cfb, 100M, 10M, 1.10, 0.85, 0.13
seed-ecb, 100M, 10M, 1.07, 0.87, 0.07
seed-ofb, 100M, 10M, 1.04, 0.85, 0.09
sm4-cbc, 100M, 10M, 0.91, 0.73, 0.08
sm4-cfb, 100M, 10M, 0.93, 0.70, 0.11
sm4-ctr, 100M, 10M, 0.95, 0.72, 0.12
sm4-ecb, 100M, 10M, 0.86, 0.65, 0.10
sm4-ofb, 100M, 10M, 0.88, 0.65, 0.11
aes-128-cbc, 100M, 100M, 0.34, 0.07, 0.09
aes-128-ecb, 100M, 100M, 0.26, 0.01, 0.11
aes-192-cbc, 100M, 100M, 0.31, 0.06, 0.12
aes-192-ecb, 100M, 100M, 0.27, 0.04, 0.09
aes-256-cbc, 100M, 100M, 0.35, 0.10, 0.09
aes-256-ecb, 100M, 100M, 0.28, 0.04, 0.09
aria-128-cbc, 100M, 100M, 0.84, 0.58, 0.11
aria-128-cfb, 100M, 100M, 0.83, 0.59, 0.10
aria-128-cfb1, 100M, 100M, 88.91, 88.41, 0.28
aria-128-cfb8, 100M, 100M, 10.99, 10.64, 0.20
aria-128-ctr, 100M, 100M, 0.94, 0.68, 0.10
aria-128-ecb, 100M, 100M, 0.91, 0.65, 0.11
aria-128-ofb, 100M, 100M, 0.95, 0.63, 0.10
aria-192-cbc, 100M, 100M, 0.99, 0.74, 0.09
aria-192-cfb, 100M, 100M, 1.05, 0.77, 0.07
aria-192-cfb1, 100M, 100M, 104.60, 104.06, 0.29
aria-192-cfb8, 100M, 100M, 11.69, 11.39, 0.19
aria-192-ctr, 100M, 100M, 0.94, 0.78, 0.07
aria-192-ecb, 100M, 100M, 0.92, 0.68, 0.12
aria-192-ofb, 100M, 100M, 0.91, 0.72, 0.07
aria-256-cbc, 100M, 100M, 1.04, 0.84, 0.07
aria-256-cfb, 100M, 100M, 1.05, 0.87, 0.05
aria-256-cfb1, 100M, 100M, 117.06, 116.12, 0.26
aria-256-cfb8, 100M, 100M, 13.44, 13.17, 0.13
aria-256-ctr, 100M, 100M, 1.05, 0.82, 0.11
aria-256-ecb, 100M, 100M, 1.00, 0.79, 0.09
aria-256-ofb, 100M, 100M, 1.02, 0.84, 0.07
base64, 100M, 100M, 0.37, 0.08, 0.12
bf, 100M, 100M, 0.90, 0.64, 0.10
bf-cbc, 100M, 100M, 0.90, 0.61, 0.13
bf-cfb, 100M, 100M, 1.14, 0.74, 0.11
bf-ecb, 100M, 100M, 0.82, 0.59, 0.07
bf-ofb, 100M, 100M, 0.91, 0.62, 0.08
camellia-128-cbc, 100M, 100M, 0.68, 0.43, 0.10
camellia-128-ecb, 100M, 100M, 0.70, 0.47, 0.08
camellia-192-cbc, 100M, 100M, 0.88, 0.60, 0.08
camellia-192-ecb, 100M, 100M, 0.85, 0.60, 0.10
camellia-256-cbc, 100M, 100M, 0.85, 0.61, 0.08
camellia-256-ecb, 100M, 100M, 0.81, 0.61, 0.08
cast, 100M, 100M, 0.94, 0.67, 0.10
cast-cbc, 100M, 100M, 1.00, 0.69, 0.09
cast5-cbc, 100M, 100M, 0.95, 0.70, 0.07
cast5-cfb, 100M, 100M, 1.12, 0.86, 0.11
cast5-ecb, 100M, 100M, 0.96, 0.63, 0.11
cast5-ofb, 100M, 100M, 0.94, 0.66, 0.12
des, 100M, 100M, 1.35, 1.17, 0.08
des-cbc, 100M, 100M, 1.34, 1.17, 0.07
des-cfb, 100M, 100M, 1.50, 1.33, 0.08
des-ecb, 100M, 100M, 1.28, 1.10, 0.09
des-ede, 100M, 100M, 3.39, 3.01, 0.12
des-ede-cbc, 100M, 100M, 3.24, 3.04, 0.11
des-ede-cfb, 100M, 100M, 3.46, 3.19, 0.08
des-ede-ofb, 100M, 100M, 3.20, 3.02, 0.09
des-ede3, 100M, 100M, 3.23, 3.01, 0.10
des-ede3-cbc, 100M, 100M, 3.25, 3.07, 0.09
des-ede3-cfb, 100M, 100M, 3.39, 3.20, 0.10
des-ede3-ofb, 100M, 100M, 3.21, 2.98, 0.11
des-ofb, 100M, 100M, 1.37, 1.13, 0.10
des3, 100M, 100M, 3.29, 3.02, 0.12
desx, 100M, 100M, 1.37, 1.17, 0.08
rc2, 100M, 100M, 1.95, 1.70, 0.09
rc2-40-cbc, 100M, 100M, 1.89, 1.71, 0.08
rc2-64-cbc, 100M, 100M, 1.88, 1.71, 0.07
rc2-cbc, 100M, 100M, 1.88, 1.69, 0.09
rc2-cfb, 100M, 100M, 2.03, 1.78, 0.13
rc2-ecb, 100M, 100M, 2.00, 1.76, 0.13
rc2-ofb, 100M, 100M, 1.88, 1.66, 0.12
rc4, 100M, 100M, 0.37, 0.16, 0.11
rc4-40, 100M, 100M, 0.36, 0.18, 0.08
seed, 100M, 100M, 1.17, 0.93, 0.15
seed-cbc, 100M, 100M, 1.31, 1.01, 0.14
seed-cfb, 100M, 100M, 1.62, 1.12, 0.17
seed-ecb, 100M, 100M, 1.48, 1.13, 0.14
seed-ofb, 100M, 100M, 1.59, 1.11, 0.23
sm4-cbc, 100M, 100M, 1.49, 1.04, 0.26
sm4-cfb, 100M, 100M, 1.77, 1.23, 0.40
sm4-ctr, 100M, 100M, 1.28, 0.96, 0.17
sm4-ecb, 100M, 100M, 1.25, 0.92, 0.12
sm4-ofb, 100M, 100M, 1.33, 0.84, 0.17
